source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[separation]	comment[ionization]	comment[internalstandard]	comment[extraction]	comment[cleavage agent details]
798	skin of leg	Homo sapiens	no disease reported	animal	798	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF5_01_1371.mzXML	5m__BF5_01_1371.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	798	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
799	skin of leg	Homo sapiens	no disease reported	animal	799	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF6_01_1372.mzXML	5m__BF6_01_1372.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	799	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
800	skin of leg	Homo sapiens	no disease reported	animal	800	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF7_01_1373.mzXML	5m__BF7_01_1373.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	800	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
801	skin of leg	Homo sapiens	no disease reported	animal	801	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF8_01_1374.mzXML	5m__BF8_01_1374.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	801	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
802	skin of leg	Homo sapiens	no disease reported	animal	802	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA2_01_2126.mzXML	14m__BA2_01_2126.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	802	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
803	skin of leg	Homo sapiens	no disease reported	animal	803	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA7_01_2131.mzXML	14m__BA7_01_2131.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	803	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
804	skin of leg	Homo sapiens	no disease reported	animal	804	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA8_01_2132.mzXML	14m__BA8_01_2132.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	804	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
805	skin of leg	Homo sapiens	no disease reported	animal	805	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA1_01_1106.mzXML	3m__BA1_01_1106.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	805	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
806	skin of leg	Homo sapiens	no disease reported	animal	806	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA2_01_1107.mzXML	3m__BA2_01_1107.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	806	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
807	skin of leg	Homo sapiens	no disease reported	animal	807	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA3_01_1108.mzXML	3m__BA3_01_1108.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	807	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
808	skin of leg	Homo sapiens	no disease reported	animal	808	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA4_01_1109.mzXML	3m__BA4_01_1109.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	808	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
809	skin of leg	Homo sapiens	no disease reported	animal	809	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA5_01_1110.mzXML	3m__BA5_01_1110.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	809	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
810	skin of leg	Homo sapiens	no disease reported	animal	810	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA6_01_1111.mzXML	3m__BA6_01_1111.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	810	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
811	skin of leg	Homo sapiens	no disease reported	animal	811	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA7_01_1112.mzXML	3m__BA7_01_1112.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	811	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
812	skin of leg	Homo sapiens	no disease reported	animal	812	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA8_01_1113.mzXML	3m__BA8_01_1113.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	812	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
813	skin of leg	Homo sapiens	no disease reported	animal	813	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA9_01_1114.mzXML	3m__BA9_01_1114.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	813	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
814	skin of leg	Homo sapiens	no disease reported	animal	814	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA10_01_1115.mzXML	3m__BA10_01_1115.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	814	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
815	skin of leg	Homo sapiens	no disease reported	animal	815	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA11_01_1116.mzXML	3m__BA11_01_1116.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	815	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
816	skin of leg	Homo sapiens	no disease reported	animal	816	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA12_01_1117.mzXML	3m__BA12_01_1117.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	816	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
817	skin of leg	Homo sapiens	no disease reported	animal	817	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB1_01_1118.mzXML	3m__BB1_01_1118.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	817	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
818	skin of leg	Homo sapiens	no disease reported	animal	818	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB2_01_1119.mzXML	3m__BB2_01_1119.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	818	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
819	skin of leg	Homo sapiens	no disease reported	animal	819	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB3_01_1120.mzXML	3m__BB3_01_1120.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	819	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
820	skin of leg	Homo sapiens	no disease reported	animal	820	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB4_01_1121.mzXML	3m__BB4_01_1121.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	820	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
821	skin of leg	Homo sapiens	no disease reported	animal	821	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB5_01_1122.mzXML	3m__BB5_01_1122.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	821	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
822	skin of leg	Homo sapiens	no disease reported	animal	822	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB6_01_1123.mzXML	3m__BB6_01_1123.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	822	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
823	skin of leg	Homo sapiens	no disease reported	animal	823	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB7_01_1124.mzXML	3m__BB7_01_1124.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	823	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
824	skin of leg	Homo sapiens	no disease reported	animal	824	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB8_01_1125.mzXML	3m__BB8_01_1125.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	824	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
825	skin of leg	Homo sapiens	no disease reported	animal	825	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB9_01_1126.mzXML	3m__BB9_01_1126.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	825	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
826	skin of leg	Homo sapiens	no disease reported	animal	826	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB10_01_1127.mzXML	3m__BB10_01_1127.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	826	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
827	skin of leg	Homo sapiens	no disease reported	animal	827	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB11_01_1128.mzXML	3m__BB11_01_1128.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	827	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
828	skin of leg	Homo sapiens	no disease reported	animal	828	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF1_01_1267.mzXML	4m__BF1_01_1267.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	828	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
829	skin of leg	Homo sapiens	no disease reported	animal	829	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF2_01_1268.mzXML	4m__BF2_01_1268.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	829	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
830	skin of leg	Homo sapiens	no disease reported	animal	830	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF3_01_1269.mzXML	4m__BF3_01_1269.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	830	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
831	skin of leg	Homo sapiens	no disease reported	animal	831	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF4_01_1270.mzXML	4m__BF4_01_1270.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	831	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
832	skin of leg	Homo sapiens	no disease reported	animal	832	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF5_01_1271.mzXML	4m__BF5_01_1271.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	832	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
833	skin of leg	Homo sapiens	no disease reported	animal	833	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF6_01_1272.mzXML	4m__BF6_01_1272.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	833	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
834	skin of leg	Homo sapiens	no disease reported	animal	834	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF7_01_1273.mzXML	4m__BF7_01_1273.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	834	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
835	skin of leg	Homo sapiens	no disease reported	animal	835	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF8_01_1274.mzXML	4m__BF8_01_1274.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	835	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
836	skin of leg	Homo sapiens	no disease reported	animal	836	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF9_01_1275.mzXML	4m__BF9_01_1275.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	836	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
837	skin of leg	Homo sapiens	no disease reported	animal	837	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF10_01_1276.mzXML	4m__BF10_01_1276.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	837	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
838	skin of leg	Homo sapiens	no disease reported	animal	838	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BD6_01_2064.mzXML	13m__BD6_01_2064.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	838	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
839	skin of leg	Homo sapiens	no disease reported	animal	839	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BD7_01_2065.mzXML	13m__BD7_01_2065.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	839	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
840	skin of leg	Homo sapiens	no disease reported	animal	840	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BD8_01_2066.mzXML	13m__BD8_01_2066.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	840	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
841	skin of leg	Homo sapiens	no disease reported	animal	841	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BD9_01_2067.mzXML	13m__BD9_01_2067.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	841	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
842	skin of leg	Homo sapiens	no disease reported	animal	842	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BD11_01_2069.mzXML	13m__BD11_01_2069.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	842	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
843	skin of leg	Homo sapiens	no disease reported	animal	843	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA1_01_2125.mzXML	14m__BA1_01_2125.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	843	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
844	skin of leg	Homo sapiens	no disease reported	animal	844	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA4_01_2128.mzXML	14m__BA4_01_2128.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	844	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
845	skin of leg	Homo sapiens	no disease reported	animal	845	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA5_01_2129.mzXML	14m__BA5_01_2129.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	845	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
846	skin of leg	Homo sapiens	no disease reported	animal	846	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF11_01_1277.mzXML	4m__BF11_01_1277.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	846	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
847	skin of leg	Homo sapiens	no disease reported	animal	847	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF12_01_1278.mzXML	4m__BF12_01_1278.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	847	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
848	skin of leg	Homo sapiens	no disease reported	animal	848	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG1_01_1279.mzXML	4m__BG1_01_1279.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	848	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
849	skin of leg	Homo sapiens	no disease reported	animal	849	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG2_01_1280.mzXML	4m__BG2_01_1280.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	849	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
850	skin of leg	Homo sapiens	no disease reported	animal	850	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG3_01_1281.mzXML	4m__BG3_01_1281.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	850	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
851	skin of leg	Homo sapiens	no disease reported	animal	851	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG4_01_1282.mzXML	4m__BG4_01_1282.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	851	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
852	skin of leg	Homo sapiens	no disease reported	animal	852	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG5_01_1283.mzXML	4m__BG5_01_1283.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	852	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
853	skin of leg	Homo sapiens	no disease reported	animal	853	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG6_01_1284.mzXML	4m__BG6_01_1284.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	853	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
854	skin of leg	Homo sapiens	no disease reported	animal	854	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG7_01_1285.mzXML	4m__BG7_01_1285.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	854	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
855	skin of leg	Homo sapiens	no disease reported	animal	855	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG8_01_1286.mzXML	4m__BG8_01_1286.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	855	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
856	skin of leg	Homo sapiens	no disease reported	animal	856	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BG9_01_1287.mzXML	4m__BG9_01_1287.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	856	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
857	skin of leg	Homo sapiens	no disease reported	animal	857	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC8_01_2054.mzXML	13m__BC8_01_2054.mzXML	NT=impact;AC=MS:1002077	63862050-61d4-4aac-9088-b0c60c50c0ec	857	AC=MS:1002038;NT=label free sample	reverse phase (C18)	electrospray ionization (positive)	none	ethanol-water (1:1)	not applicable
