source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	Technology Type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]	factor value[enrichment process]
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 298	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f12_v02797.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 299	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f1_v02959.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 300	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f2_v02960.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 301	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f3_v02966.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 302	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f4_v02967.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 303	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f5_v02968.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 304	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f6_v02970.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 305	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f7_v02971.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 306	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f8_v02972.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 307	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f9_v02973.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 308	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f10_v02975.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 309	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f11_v02976.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 310	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleen_f12_v02977.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sample 15	Mus musculus	Swiss Webster	spleen	spleen	not aplicable	3w	male	normal	not aplicable	no enrichment	run 311	proteomic profiling by mass spectrometry	Spleen_Protein_Expression_protein4a_spleenv2_f11_v02999.RAW	1	13	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	spleen	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 312	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f1_02858.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sample 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 313	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f6_v02864.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 314	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f7_v02865.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 315	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f8_v02866.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sample 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 316	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f9_v02867.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 317	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f10_v02869.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 318	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f11_v02870.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sample 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 319	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein4_liver_f12_v02871.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 320	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein_liver_f2_v02859.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 321	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein_liver_f3_v02860.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sample 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 322	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein_liver_f4_v02861.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sampel 16	Mus musculus	Swiss Webster	liver	liver	not aplicable	3w	male	normal	not aplicable	no enrichment	run 323	proteomic profiling by mass spectrometry	liver_Protein_Expression_protein_liver_f5_v02862.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	liver	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 324	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f1_v02805.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 325	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f2_v02806.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 326	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f3_v02807.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 327	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f4_v02808.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 328	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f5_v02809.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 329	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f6_v02811.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 330	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f7_v02812.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 331	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f8_v02813.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 332	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f9_v02814.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 333	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f10_v02816.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 334	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f11_v02817.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 17	Mus musculus	Swiss Webster	lung	lung	not aplicable	3w	male	normal	not aplicable	no enrichment	run 335	proteomic profiling by mass spectrometry	lung_Protein_Expression_protein4_lung_f12_v02818.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	lung	no enrichment
Sample 18	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	no enrichment	run 336	proteomic profiling by mass spectrometry	testis_Protein_Expression_protein4a_testis_f1_v02984.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	no enrichment
Sample 18	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	no enrichment	run 337	proteomic profiling by mass spectrometry	testis_Protein_Expression_protein4a_testis_f2_v02985.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	no enrichment
Sample 18	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	no enrichment	run 338	proteomic profiling by mass spectrometry	testis_Protein_Expression_protein4a_testis_f3_v02986.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	no enrichment
Sample 18	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	no enrichment	run 339	proteomic profiling by mass spectrometry	testis_Protein_Expression_protein4a_testis_f4_v02987.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	no enrichment
Sample 18	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	no enrichment	run 340	proteomic profiling by mass spectrometry	testis_Protein_Expression_protein4a_testis_f5_v02988.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	no enrichment
Sample 18	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	no enrichment	run 341	proteomic profiling by mass spectrometry	testis_Protein_Expression_protein4a_testis_f6_v02990.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	no enrichment
Sample 18	Mus musculus	Swiss Webster	testis	testis	not aplicable	3w	male	normal	not aplicable	no enrichment	run 342	proteomic profiling by mass spectrometry	testis_Protein_Expression_protein4a_testis_f7_v02991.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	testis	no enrichment
