source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[file uri]	comment[instrument]	comment[MS2 analyzer type]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]
Sample 188	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 90	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d12_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d12_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 189	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 90	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d12_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d12_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 190	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 90	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d12_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d12_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 191	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 90	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d12_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d12_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 192	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 90	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d12_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d12_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 194	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 10	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 195	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 10	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 196	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 10	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 197	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 10	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 198	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 10	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 199	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 10	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 200	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 10	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_12_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_12_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 194	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 195	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 196	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 197	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 198	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 199	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 200	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 52	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_24_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_24_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 194	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 195	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 196	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 197	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 198	clostridium	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 199	Escherichia coli K-12	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 200	lactobacillus	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 69	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_I.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_I.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 202	Bacteroides thetaiotaomicron	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 38	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 203	Bifidobacterium longum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 38	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 204	Blautia producta	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 38	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 205	Clostridium butyricum	not available	not available	not available	not available	not available	not available	not available	not available	1	bacterial strain	run 38	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/02/PXD017035/d13_48_hTT_II.raw	NT=Q Exactive HF;AC=MS:1002523	not available	NT=label free sample;AC=MS:1002038	NT=unspecific cleavage;AC=MS:1001956	not available	not available	not available	10 ppm	0.02 Da	NT=Data-dependent acquisition;AC=PRIDE:0000627	d13_48_hTT_II.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
