source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cultured cell]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[bait]
MCP_ky_0005809_TRAPPC8_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005809	0	0	Label free	MCP_ky_0005809_0180_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9PWG2
MCP_ky_0005809_TRAPPC8_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005809	0	0	Label free	MCP_ky_0005809_0182_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9PWG2
MCP_ky_0005810_MLH1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005810	0	0	Label free	MCP_ky_0005810_0155_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P40692
MCP_ky_0005810_MLH1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005810	0	0	Label free	MCP_ky_0005810_0156_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P40692
MCP_ky_0005810_MLH1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005810	0	0	Label free	MCP_ky_0005810_0158_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P40692
MCP_ky_0005812_ESPL1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005812	0	0	Label free	MCP_ky_0005812_0155_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAPflex-P60330
MCP_ky_0005812_ESPL1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005812	0	0	Label free	MCP_ky_0005812_0156_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAPflex-P60330
MCP_ky_0005812_ESPL1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005812	0	0	Label free	MCP_ky_0005812_0158_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAPflex-P60330
MCP_ky_0005812_ESPL1_4	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0005812	0	0	Label free	MCP_ky_0005812_0221_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAPflex-P60330
MCP_ky_0005812_ESPL1_5	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0005812	0	0	Label free	MCP_ky_0005812_0223_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAPflex-P60330
MCP_ky_0005812_ESPL1_6	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0005812	0	0	Label free	MCP_ky_0005812_0227_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAPflex-P60330
MCP_ky_0005813_ID1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005813	0	0	Label free	MCP_ky_0005813_0155_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P41134
MCP_ky_0005813_ID1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005813	0	0	Label free	MCP_ky_0005813_0156_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P41134
MCP_ky_0005813_ID1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005813	0	0	Label free	MCP_ky_0005813_0158_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P41134
MCP_ky_0005814_NotAvailable_1	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005814	0	0	Label free	MCP_ky_0005814_0155_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0005814_NotAvailable_2	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005814	0	0	Label free	MCP_ky_0005814_0156_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0005814_NotAvailable_3	Homo sapiens	not available	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005814	0	0	Label free	MCP_ky_0005814_0158_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	not applicable
MCP_ky_0005817_PRMT6_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005817	0	0	Label free	MCP_ky_0005817_0156_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q6NZB1
MCP_ky_0005817_PRMT6_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005817	0	0	Label free	MCP_ky_0005817_0158_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q6NZB1
MCP_ky_0005817_PRMT6_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005817	0	0	Label free	MCP_ky_0005817_0163_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q6NZB1
MCP_ky_0005821_PRMT7_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005821	0	0	Label free	MCP_ky_0005821_0157_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9NVM4
MCP_ky_0005821_PRMT7_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005821	0	0	Label free	MCP_ky_0005821_0159_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9NVM4
MCP_ky_0005821_PRMT7_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005821	0	0	Label free	MCP_ky_0005821_0163_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9NVM4
MCP_ky_0005822_NES_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005822	0	0	Label free	MCP_ky_0005822_0156_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P48681
MCP_ky_0005822_NES_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005822	0	0	Label free	MCP_ky_0005822_0158_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P48681
MCP_ky_0005822_NES_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005822	0	0	Label free	MCP_ky_0005822_0163_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P48681
MCP_ky_0005826_CRK_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005826	0	0	Label free	MCP_ky_0005826_0157_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P46108
MCP_ky_0005826_CRK_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005826	0	0	Label free	MCP_ky_0005826_0159_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P46108
MCP_ky_0005826_CRK_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005826	0	0	Label free	MCP_ky_0005826_0163_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P46108
MCP_ky_0005827_ATL2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005827	0	0	Label free	MCP_ky_0005827_0156_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8NHH9
MCP_ky_0005827_ATL2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005827	0	0	Label free	MCP_ky_0005827_0158_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8NHH9
MCP_ky_0005827_ATL2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005827	0	0	Label free	MCP_ky_0005827_0163_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8NHH9
MCP_ky_0005828_REEP5_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005828	0	0	Label free	MCP_ky_0005828_0155_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q00765
MCP_ky_0005828_REEP5_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005828	0	0	Label free	MCP_ky_0005828_0156_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q00765
MCP_ky_0005828_REEP5_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005828	0	0	Label free	MCP_ky_0005828_0158_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q00765
MCP_ky_0005831_VAPA_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005831	0	0	Label free	MCP_ky_0005831_0156_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P0L0
MCP_ky_0005831_VAPA_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005831	0	0	Label free	MCP_ky_0005831_0158_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P0L0
MCP_ky_0005831_VAPA_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005831	0	0	Label free	MCP_ky_0005831_0163_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P0L0
MCP_ky_0005843_GTF3C2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005843	0	0	Label free	MCP_ky_0005843_0164_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BL74
MCP_ky_0005843_GTF3C2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005843	0	0	Label free	MCP_ky_0005843_0165_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BL74
MCP_ky_0005843_GTF3C2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005843	0	0	Label free	MCP_ky_0005843_0166_39_JBB.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BL74
MCP_ky_0005844_GTF3C3_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005844	0	0	Label free	MCP_ky_0005844_0164_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3TMP1
MCP_ky_0005844_GTF3C3_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005844	0	0	Label free	MCP_ky_0005844_0165_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3TMP1
MCP_ky_0005844_GTF3C3_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005844	0	0	Label free	MCP_ky_0005844_0166_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3TMP1
MCP_ky_0005845_GTF3C4_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005845	0	0	Label free	MCP_ky_0005845_0142_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BMQ2
MCP_ky_0005845_GTF3C4_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005845	0	0	Label free	MCP_ky_0005845_0143_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BMQ2
MCP_ky_0005845_GTF3C4_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005845	0	0	Label free	MCP_ky_0005845_0145_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8BMQ2
MCP_ky_0005855_EMC6_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005855	0	0	Label free	MCP_ky_0005855_0156_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CQW0
MCP_ky_0005855_EMC6_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005855	0	0	Label free	MCP_ky_0005855_0158_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CQW0
MCP_ky_0005855_EMC6_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005855	0	0	Label free	MCP_ky_0005855_0163_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CQW0
MCP_ky_0005862_VPS28_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005862	0	0	Label free	MCP_ky_0005862_0207_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9D1C8
MCP_ky_0005862_VPS28_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005862	0	0	Label free	MCP_ky_0005862_0208_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9D1C8
MCP_ky_0005862_VPS28_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005862	0	0	Label free	MCP_ky_0005862_0209_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9D1C8
MCP_ky_0005865_SNF8_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005865	0	0	Label free	MCP_ky_0005865_0164_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CZ28
MCP_ky_0005865_SNF8_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005865	0	0	Label free	MCP_ky_0005865_0165_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CZ28
MCP_ky_0005865_SNF8_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005865	0	0	Label free	MCP_ky_0005865_0166_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CZ28
MCP_ky_0005866_VPS25_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005866	0	0	Label free	MCP_ky_0005866_0164_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CQ80
MCP_ky_0005866_VPS25_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005866	0	0	Label free	MCP_ky_0005866_0165_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CQ80
MCP_ky_0005866_VPS25_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005866	0	0	Label free	MCP_ky_0005866_0166_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9CQ80
MCP_ky_0005868_SEPT9_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005868	0	0	Label free	MCP_ky_0005868_0249_46_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80UG5
MCP_ky_0005868_SEPT9_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005868	0	0	Label free	MCP_ky_0005868_0250_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80UG5
MCP_ky_0005868_SEPT9_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005868	0	0	Label free	MCP_ky_0005868_0251_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q80UG5
MCP_ky_0005869_SEPT2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005869	0	0	Label free	MCP_ky_0005869_0164_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P42208
MCP_ky_0005869_SEPT2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005869	0	0	Label free	MCP_ky_0005869_0165_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P42208
MCP_ky_0005869_SEPT2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005869	0	0	Label free	MCP_ky_0005869_0166_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P42208
MCP_ky_0005870_SEPT7_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005870	0	0	Label free	MCP_ky_0005870_0164_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9Q1G8
MCP_ky_0005870_SEPT7_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005870	0	0	Label free	MCP_ky_0005870_0165_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9Q1G8
MCP_ky_0005870_SEPT7_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005870	0	0	Label free	MCP_ky_0005870_0166_34_JBB.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9Q1G8
MCP_ky_0005876_SEPT11_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005876	0	0	Label free	MCP_ky_0005876_0164_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8C1B7
MCP_ky_0005876_SEPT11_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005876	0	0	Label free	MCP_ky_0005876_0165_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8C1B7
MCP_ky_0005876_SEPT11_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005876	0	0	Label free	MCP_ky_0005876_0166_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8C1B7
MCP_ky_0005883_MBOAT1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005883	0	0	Label free	MCP_ky_0005883_0164_46_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZNC8
MCP_ky_0005883_MBOAT1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005883	0	0	Label free	MCP_ky_0005883_0168_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZNC8
MCP_ky_0005883_MBOAT1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005883	0	0	Label free	MCP_ky_0005883_0172_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q6ZNC8
MCP_ky_0005885_COMT_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005885	0	0	Label free	MCP_ky_0005885_0164_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P21964
MCP_ky_0005885_COMT_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005885	0	0	Label free	MCP_ky_0005885_0168_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P21964
MCP_ky_0005885_COMT_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005885	0	0	Label free	MCP_ky_0005885_0172_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P21964
MCP_ky_0005886_PTPN1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005886	0	0	Label free	MCP_ky_0005886_0167_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P18031
MCP_ky_0005886_PTPN1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005886	0	0	Label free	MCP_ky_0005886_0168_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P18031
MCP_ky_0005886_PTPN1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005886	0	0	Label free	MCP_ky_0005886_0172_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P18031
MCP_ky_0005887_PAPD5_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005887	0	0	Label free	MCP_ky_0005887_0157_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-H3BQM0
MCP_ky_0005887_PAPD5_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005887	0	0	Label free	MCP_ky_0005887_0159_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-H3BQM0
MCP_ky_0005887_PAPD5_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005887	0	0	Label free	MCP_ky_0005887_0160_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-H3BQM0
MCP_ky_0005893_DIS3L_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005893	0	0	Label free	MCP_ky_0005893_0164_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8TF46
MCP_ky_0005893_DIS3L_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005893	0	0	Label free	MCP_ky_0005893_0165_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8TF46
MCP_ky_0005893_DIS3L_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005893	0	0	Label free	MCP_ky_0005893_0166_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8TF46
MCP_ky_0005896_EXOSC1;RP11_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005896	0	0	Label free	MCP_ky_0005896_0255_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9Y3B2
MCP_ky_0005896_EXOSC1;RP11_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005896	0	0	Label free	MCP_ky_0005896_0256_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9Y3B2
MCP_ky_0005896_EXOSC1;RP11_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005896	0	0	Label free	MCP_ky_0005896_0257_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9Y3B2
MCP_ky_0005898_EXOSC5_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005898	0	0	Label free	MCP_ky_0005898_0207_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQT4
MCP_ky_0005898_EXOSC5_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005898	0	0	Label free	MCP_ky_0005898_0208_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQT4
MCP_ky_0005898_EXOSC5_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005898	0	0	Label free	MCP_ky_0005898_0209_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQT4
MCP_ky_0005902_EXOSC9_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005902	0	0	Label free	MCP_ky_0005902_0157_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q06265
MCP_ky_0005902_EXOSC9_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005902	0	0	Label free	MCP_ky_0005902_0159_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q06265
MCP_ky_0005902_EXOSC9_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005902	0	0	Label free	MCP_ky_0005902_0163_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q06265
MCP_ky_0005904_CCDC14_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005904	0	0	Label free	MCP_ky_0005904_0164_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q49A88
MCP_ky_0005904_CCDC14_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005904	0	0	Label free	MCP_ky_0005904_0168_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q49A88
MCP_ky_0005904_CCDC14_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005904	0	0	Label free	MCP_ky_0005904_0172_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q49A88
MCP_ky_0005905_PSMC1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005905	0	0	Label free	MCP_ky_0005905_0167_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P62191
MCP_ky_0005905_PSMC1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005905	0	0	Label free	MCP_ky_0005905_0168_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P62191
MCP_ky_0005905_PSMC1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005905	0	0	Label free	MCP_ky_0005905_0172_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P62191
