source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[compound]	characteristics[concentration of]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[synthetic peptide]	characteristics[sample amount]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf template]
Sample 365	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 265	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_D_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_D_05.raw	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 366	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 265	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_D_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_D_05.raw	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 367	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 265	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_D_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_D_05.raw	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 368	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	2 μg	run 266	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 369	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 266	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 370	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 266	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 371	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 266	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 372	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	2 μg	run 267	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 373	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 267	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 374	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 267	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 375	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 267	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_02.raw	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 376	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	2 μg	run 268	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	3	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 377	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 268	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	3	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 378	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 268	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	3	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 379	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 268	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_03.raw	3	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 380	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	2 μg	run 269	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	4	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 381	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 269	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	4	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 382	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 269	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	4	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 383	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 269	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_04.raw	4	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 384	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	2 μg	run 270	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 385	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 270	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 386	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 270	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 387	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 270	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_E_05.raw	5	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 388	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	2 μg	run 271	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 389	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 271	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 390	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 271	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 391	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 271	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_F_01.raw	1	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 392	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	2 μg	run 272	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_F_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_F_02.raw	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 393	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	198 μg	run 272	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_F_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_F_02.raw	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 394	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	none	not applicable	1	enrichment of phosphorylated Protein	not synthetic	50 μg	run 272	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DIA_F_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DIA_F_02.raw	2	1	NT=Data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	not available	AC=MS:1000422;NT=HCD	25% NCE	not available	not available	v1.1.0	NT=ms-proteomics;version=v1.1.0
