source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf template]
Sample 328	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 329	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 330	plasmodium falciparum	not available	schizonts	not applicable	1	run 33	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW34_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW34_A7.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 331	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 332	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 333	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 334	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 335	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 336	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 337	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 338	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 339	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 340	plasmodium falciparum	not available	schizonts	not applicable	1	run 34	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW35_A8.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 341	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 342	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 343	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 344	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 345	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 346	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 347	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 348	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 349	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 350	plasmodium falciparum	not available	schizonts	not applicable	1	run 35	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW36_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW36_A8.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 351	plasmodium falciparum	not available	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW6_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW6_A1.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 352	plasmodium falciparum	not available	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW6_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW6_A1.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 353	plasmodium falciparum	not available	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW6_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW6_A1.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 354	plasmodium falciparum	not available	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW6_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW6_A1.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 355	plasmodium falciparum	not available	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW6_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW6_A1.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 356	plasmodium falciparum	not available	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW6_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW6_A1.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 357	plasmodium falciparum	not available	schizonts	not applicable	1	run 36	proteomic profiling by mass spectrometry	3D7	PXD020381	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAB9658A13RW6_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD020381/PAB9658A13RW6_A1.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
