source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[compound]	characteristics[phenotype]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	factor value[compound]	factor value[enrichment process]
Sample 52	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	4	cell	run 232	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH11.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH11.raw	none	no enrichment
Sample 52	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	4	cell	run 233	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH3.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH3.raw	none	no enrichment
Sample 52	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	4	cell	run 234	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH4.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH4.raw	none	no enrichment
Sample 52	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	4	cell	run 235	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH5.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH5.raw	none	no enrichment
Sample 52	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	4	cell	run 236	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH6.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH6.raw	none	no enrichment
Sample 52	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	4	cell	run 237	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH8.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH8.raw	none	no enrichment
Sample 53	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	5	cell	run 238	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH11.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH11.raw	none	no enrichment
Sample 53	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	5	cell	run 239	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH3.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH3.raw	none	no enrichment
Sample 53	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	5	cell	run 240	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH4.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH4.raw	none	no enrichment
Sample 53	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	5	cell	run 241	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH5.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH5.raw	none	no enrichment
Sample 53	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	5	cell	run 242	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH6.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH6.raw	none	no enrichment
Sample 53	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	5	cell	run 243	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH8.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH8.raw	none	no enrichment
Sample 54	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	6	cell	run 244	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH11.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH11.raw	none	no enrichment
Sample 54	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	6	cell	run 245	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH3.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH3.raw	none	no enrichment
Sample 54	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	6	cell	run 246	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH4.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH4.raw	none	no enrichment
Sample 54	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	6	cell	run 247	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH5.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH5.raw	none	no enrichment
Sample 54	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	6	cell	run 248	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH6.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH6.raw	none	no enrichment
Sample 54	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	none	compound: none	epithelial cell	HeLa-S3	no enrichment	6	cell	run 249	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH8.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep6_pH8.raw	none	no enrichment
Sample 55	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	1	cell	run 250	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH11.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH11.raw	Nocodazole	no enrichment
Sample 55	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	1	cell	run 251	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH3.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH3.raw	Nocodazole	no enrichment
Sample 55	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	1	cell	run 252	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH4.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH4.raw	Nocodazole	no enrichment
Sample 55	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	1	cell	run 253	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH5.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH5.raw	Nocodazole	no enrichment
Sample 55	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	1	cell	run 254	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH6.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH6.raw	Nocodazole	no enrichment
Sample 55	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	1	cell	run 255	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH8.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep1_pH8.raw	Nocodazole	no enrichment
Sample 56	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	2	cell	run 256	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH11.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH11.raw	Nocodazole	no enrichment
Sample 56	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	2	cell	run 257	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH3.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH3.raw	Nocodazole	no enrichment
Sample 56	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	2	cell	run 258	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH4.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH4.raw	Nocodazole	no enrichment
Sample 56	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	Nocodazole	compound: drug Nocodazole	epithelial cell	HeLa-S3	no enrichment	2	cell	run 259	proteomic profiling by mass spectrometry	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH5.raw	pY_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Nocodazole_rep2_pH5.raw	Nocodazole	no enrichment
