source name	characteristics[organism]	characteristics[organism part]	characteristics[compound]	characteristics[duration]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	characteristics[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1395	3548_BG4_041570_S00_U26_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BG4_041570_S00_U26_R1.raw	26	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1396	3548_BF4_041570_S00_U27_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BF4_041570_S00_U27_R1.raw	27	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1397	3548_BE4_041570_S00_U28_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BE4_041570_S00_U28_R1.raw	28	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1398	3548_BD4_041570_S00_U29_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BD4_041570_S00_U29_R1.raw	29	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1399	3548_BC4_041570_S00_U30_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BC4_041570_S00_U30_R1.raw	30	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1400	3548_BB4_041570_S00_U31_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BB4_041570_S00_U31_R1.raw	31	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1401	3548_BA4_041570_S00_U32_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BA4_041570_S00_U32_R1.raw	32	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1402	3548_BA5_041570_S00_U33_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BA5_041570_S00_U33_R1.raw	33	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1403	3548_BB5_041570_S00_U34_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BB5_041570_S00_U34_R1.raw	34	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1404	3548_BC5_041570_S00_U35_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BC5_041570_S00_U35_R1.raw	35	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1405	3548_BD5_041570_S00_U36_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BD5_041570_S00_U36_R1.raw	36	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1406	3548_BE5_041570_S00_U37_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BE5_041570_S00_U37_R1.raw	37	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1407	3548_BF5_041570_S00_U38_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BF5_041570_S00_U38_R1.raw	38	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1408	3548_BG5_041570_S00_U39_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BG5_041570_S00_U39_R1.raw	39	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1409	3548_BH5_041570_S00_U40_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BH5_041570_S00_U40_R1.raw	40	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1410	3548_BH6_041570_S00_U41_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BH6_041570_S00_U41_R1.raw	41	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1411	3548_BG6_041570_S00_U42_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BG6_041570_S00_U42_R1.raw	42	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1412	3548_BF6_041570_S00_U43_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BF6_041570_S00_U43_R1.raw	43	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1413	3548_BE6_041570_S00_U44_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BE6_041570_S00_U44_R1.raw	44	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1414	3548_BD6_041570_S00_U45_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BD6_041570_S00_U45_R1.raw	45	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1415	3548_BC6_041570_S00_U46_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BC6_041570_S00_U46_R1.raw	46	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1416	3548_BB6_041570_S00_U47_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BB6_041570_S00_U47_R1.raw	47	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 39	Arabidopsis thaliana	seed	compound: cycloheximide	24h	not available	plant cell	no enrichment	normal	run 1417	3548_BA6_041570_S00_U48_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3548_BA6_041570_S00_U48_R1.raw	48	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1418	3549_GA1_041571_S00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GA1_041571_S00_U01_R1.raw	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1419	3549_GB1_041571_S00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GB1_041571_S00_U02_R1.raw	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1420	3549_GC1_041571_S00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GC1_041571_S00_U03_R1.raw	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1421	3549_GD1_041571_S00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GD1_041571_S00_U04_R1.raw	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1422	3549_GE1_041571_S00_U05_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GE1_041571_S00_U05_R1.raw	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1423	3549_GF1_041571_S00_U06_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GF1_041571_S00_U06_R1.raw	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1424	3549_GG1_041571_S00_U07_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GG1_041571_S00_U07_R1.raw	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1425	3549_GH1_041571_S00_U08_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GH1_041571_S00_U08_R1.raw	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1426	3549_GH2_041571_S00_U09_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GH2_041571_S00_U09_R1.raw	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1427	3549_GG2_041571_S00_U10_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GG2_041571_S00_U10_R1.raw	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1428	3549_GF2_041571_S00_U11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GF2_041571_S00_U11_R1.raw	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1429	3549_GE2_041571_S00_U12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GE2_041571_S00_U12_R1.raw	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1430	3549_GD2_041571_S00_U13_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GD2_041571_S00_U13_R1.raw	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1431	3549_GC2_041571_S00_U14_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GC2_041571_S00_U14_R1.raw	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1432	3549_GB2_041571_S00_U15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GB2_041571_S00_U15_R1.raw	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 40	Arabidopsis thaliana	seed	compound: cycloheximide	8h	not available	plant cell	no enrichment	normal	run 1433	3549_GA2_041571_S00_U16_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3549_GA2_041571_S00_U16_R1.raw	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
