Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[ancestry category]	Characteristics[sex]	Characteristics[age]	Characteristics[treatment]	Characteristics[compound]	Characteristics[time]	Characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[label]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	Factor Value[treatment]	Factor Value[compound]	Factor Value[time]
Sample 162	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	2 h	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	2 h
Sample 163	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	3 h 	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	3 h 
Sample 164	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	5 h	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	5 h
Sample 165	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	pre-shock	non-ionic detergent NP-40	not applicable	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	pre-shock	non-ionic detergent NP-40	not applicable
Sample 166	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	0 h
Sample 167	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	1 h	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	1 h
Sample 168	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	2 h	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT130C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	2 h
Sample 169	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	3 h 	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT131N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	3 h 
Sample 170	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	5 h	2	run 119	S0536_TM_Heatshock_Rep2_R1_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT131C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	5 h
Sample 149	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	0 h
Sample 150	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	1 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	1 h
Sample 151	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	2 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	2 h
Sample 152	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	3 h 	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	3 h 
Sample 153	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	5 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	5 h
Sample 154	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	pre-shock	non-ionic detergent NP-40	not applicable	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	pre-shock	non-ionic detergent NP-40	not applicable
Sample 155	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	0 h
Sample 156	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	1 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	1 h
Sample 157	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	2 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT130C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	2 h
Sample 158	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	3 h 	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT131N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	3 h 
Sample 159	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	5 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC light K:12C(6)14N(4)	SILAC light R:12C(6)14N(4)	TMT131C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	5 h
Sample 160	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	0 h
Sample 161	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	1 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	1 h
Sample 162	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	2 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	2 h
Sample 163	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	3 h 	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	3 h 
Sample 164	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	5 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	control	non-ionic detergent NP-40	5 h
Sample 165	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	pre-shock	non-ionic detergent NP-40	not applicable	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	pre-shock	non-ionic detergent NP-40	not applicable
Sample 166	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	0 h
Sample 167	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	1 h	2	run 120	S0536_TM_Heatshock_Rep2_R1_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/S0536_TM_Heatshock_Rep2_R1_F12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC heavy R:13C(6)15N(4)	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	32% NCE	10 ppm	0.02 Da	cell	Heat shock	non-ionic detergent NP-40	1 h
