Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[cell line]	assay name	comment[label]	comment[biological replicate]	comment[technich replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	Material Type	factor value[cell line]
Sample 76	Homo sapiens	not applicable	not available	breast carcinoma	MCF7	run 392	AC=MS:1002038;NT=label free sample	1	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03193.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03193.raw	cell	MCF7
Sample 76	Homo sapiens	not applicable	not available	breast carcinoma	MCF7	run 393	AC=MS:1002038;NT=label free sample	1	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03194.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03194.raw	cell	MCF7
Sample 76	Homo sapiens	not applicable	not available	breast carcinoma	MCF7	run 394	AC=MS:1002038;NT=label free sample	1	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03195.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03195.raw	cell	MCF7
Sample 76	Homo sapiens	not applicable	not available	breast carcinoma	MCF7	run 395	AC=MS:1002038;NT=label free sample	1	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03196.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03196.raw	cell	MCF7
Sample 76	Homo sapiens	not applicable	not available	breast carcinoma	MCF7	run 396	AC=MS:1002038;NT=label free sample	1	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03197.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03197.raw	cell	MCF7
Sample 77	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 397	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03207.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03207.raw	cell	MCF10A
Sample 77	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 398	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03208.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03208.raw	cell	MCF10A
Sample 77	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 399	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03209.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03209.raw	cell	MCF10A
Sample 77	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 400	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03210.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03210.raw	cell	MCF10A
Sample 77	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 401	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03211.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03211.raw	cell	MCF10A
Sample 78	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 402	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03213.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03213.raw	cell	MCF10A
Sample 78	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 403	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03214.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03214.raw	cell	MCF10A
Sample 78	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 404	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03215.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03215.raw	cell	MCF10A
Sample 78	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 405	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03216.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03216.raw	cell	MCF10A
Sample 78	Homo sapiens	not applicable	not available	breast carcinoma	MCF10A	run 406	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03217.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03217.raw	cell	MCF10A
Sample 79	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 407	AC=MS:1002038;NT=label free sample	1	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03221.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03221.raw	cell	BT474
Sample 79	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 408	AC=MS:1002038;NT=label free sample	1	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03222.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03222.raw	cell	BT474
Sample 79	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 409	AC=MS:1002038;NT=label free sample	1	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03223.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03223.raw	cell	BT474
Sample 79	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 410	AC=MS:1002038;NT=label free sample	1	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03224.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03224.raw	cell	BT474
Sample 79	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 411	AC=MS:1002038;NT=label free sample	1	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03225.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03225.raw	cell	BT474
Sample 80	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 412	AC=MS:1002038;NT=label free sample	1	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03227.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03227.raw	cell	BT474
Sample 80	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 413	AC=MS:1002038;NT=label free sample	1	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03228.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03228.raw	cell	BT474
Sample 80	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 414	AC=MS:1002038;NT=label free sample	1	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03229.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03229.raw	cell	BT474
Sample 80	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 415	AC=MS:1002038;NT=label free sample	1	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03230.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03230.raw	cell	BT474
Sample 80	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 416	AC=MS:1002038;NT=label free sample	1	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03231.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03231.raw	cell	BT474
Sample 81	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 417	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03233.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03233.raw	cell	BT474
Sample 81	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 418	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03234.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03234.raw	cell	BT474
Sample 81	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 419	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03235.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03235.raw	cell	BT474
Sample 81	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 420	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03236.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03236.raw	cell	BT474
Sample 81	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 421	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03237.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03237.raw	cell	BT474
Sample 82	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 422	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03239.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03239.raw	cell	BT474
Sample 82	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 423	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03240.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03240.raw	cell	BT474
Sample 82	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 424	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03241.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03241.raw	cell	BT474
Sample 82	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 425	AC=MS:1002038;NT=label free sample	2	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03242.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03242.raw	cell	BT474
Sample 82	Homo sapiens	not applicable	not available	breast carcinoma	BT474	run 426	AC=MS:1002038;NT=label free sample	2	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03243.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03243.raw	cell	BT474
Sample 83	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 427	AC=MS:1002038;NT=label free sample	1	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03249.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03249.raw	cell	SKBR3
Sample 83	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 428	AC=MS:1002038;NT=label free sample	1	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03250.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03250.raw	cell	SKBR3
Sample 83	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 429	AC=MS:1002038;NT=label free sample	1	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03251.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03251.raw	cell	SKBR3
Sample 83	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 430	AC=MS:1002038;NT=label free sample	1	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03252.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03252.raw	cell	SKBR3
Sample 83	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 431	AC=MS:1002038;NT=label free sample	1	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03253.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03253.raw	cell	SKBR3
Sample 84	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 432	AC=MS:1002038;NT=label free sample	1	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03255.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03255.raw	cell	SKBR3
Sample 84	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 433	AC=MS:1002038;NT=label free sample	1	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03256.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03256.raw	cell	SKBR3
Sample 84	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 434	AC=MS:1002038;NT=label free sample	1	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03257.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03257.raw	cell	SKBR3
Sample 84	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 435	AC=MS:1002038;NT=label free sample	1	not available	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03258.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03258.raw	cell	SKBR3
Sample 84	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 436	AC=MS:1002038;NT=label free sample	1	not available	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03259.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03259.raw	cell	SKBR3
Sample 85	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 437	AC=MS:1002038;NT=label free sample	2	not available	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03261.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03261.raw	cell	SKBR3
Sample 85	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 438	AC=MS:1002038;NT=label free sample	2	not available	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03262.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03262.raw	cell	SKBR3
Sample 85	Homo sapiens	not applicable	not available	breast carcinoma	SKBR3	run 439	AC=MS:1002038;NT=label free sample	2	not available	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q03263.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	q03263.raw	cell	SKBR3
