source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	comment[file uri]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[Enrichment method]	comment[synthetic peptide]	comment[data file]	factor value[Enrichment method]	factor value[synthetic peptide]
Sample 138	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 138	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib84_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib84_TiO2.raw	TIO2	synthetic
Sample 164	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 164	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib85_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib85_direct.raw	not applicable	synthetic
Sample 317	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 317	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib85_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib85_IMAC.raw	IMAC	synthetic
Sample 126	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib85_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib85_TiO2.raw	TIO2	synthetic
Sample 253	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 253	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib86_direct_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib86_direct_2.raw	not applicable	synthetic
Sample 91	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 91	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib86_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib86_direct.raw	not applicable	synthetic
Sample 286	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 286	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib86_IMAC_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib86_IMAC_2.raw	IMAC	synthetic
Sample 214	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 214	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib86_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib86_IMAC.raw	IMAC	synthetic
Sample 128	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 128	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib86_TiO2_2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib86_TiO2_2.raw	TIO2	synthetic
Sample 11	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 11	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib86_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib86_TiO2.raw	TIO2	synthetic
Sample 68	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib87_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib87_direct.raw	not applicable	synthetic
Sample 42	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 42	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib87_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib87_IMAC.raw	IMAC	synthetic
Sample 309	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 309	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib87_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib87_TiO2.raw	TIO2	synthetic
Sample 207	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 207	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib88_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib88_direct.raw	not applicable	synthetic
Sample 108	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 108	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib88_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib88_IMAC.raw	IMAC	synthetic
Sample 201	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 201	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib88_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib88_TiO2.raw	TIO2	synthetic
Sample 166	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 166	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib89_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib89_direct.raw	not applicable	synthetic
Sample 322	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 322	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib89_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib89_IMAC.raw	IMAC	synthetic
Sample 302	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 302	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib89_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib89_TiO2.raw	TIO2	synthetic
Sample 2	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib90_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib90_direct.raw	not applicable	synthetic
Sample 131	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 131	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib90_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib90_IMAC.raw	IMAC	synthetic
Sample 233	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 233	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib90_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib90_TiO2.raw	TIO2	synthetic
Sample 39	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 39	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib91_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib91_direct.raw	not applicable	synthetic
Sample 265	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 265	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib91_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib91_IMAC.raw	IMAC	synthetic
Sample 313	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib91_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib91_TiO2.raw	TIO2	synthetic
Sample 28	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 28	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib92_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib92_direct.raw	not applicable	synthetic
Sample 321	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 321	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib92_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib92_IMAC.raw	IMAC	synthetic
Sample 231	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 231	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib92_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib92_TiO2.raw	TIO2	synthetic
Sample 230	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 230	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib93_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib93_direct.raw	not applicable	synthetic
Sample 235	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 235	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib93_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib93_IMAC.raw	IMAC	synthetic
Sample 151	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 151	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib93_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib93_TiO2.raw	TIO2	synthetic
Sample 220	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 220	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib94_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib94_direct.raw	not applicable	synthetic
Sample 168	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 168	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib94_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib94_IMAC.raw	IMAC	synthetic
Sample 296	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 296	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib94_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib94_TiO2.raw	TIO2	synthetic
Sample 31	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 31	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib95_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib95_direct.raw	not applicable	synthetic
Sample 293	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 293	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib95_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib95_IMAC.raw	IMAC	synthetic
Sample 191	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 191	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib95_TiO2.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	TIO2	synthetic	lib95_TiO2.raw	TIO2	synthetic
Sample 146	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 146	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib96_direct.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	not applicable	synthetic	lib96_direct.raw	not applicable	synthetic
Sample 159	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	enrichment of phosphorylated Protein	run 159	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000759/lib96_IMAC.raw	1	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Elite;AC=MS:1001910	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable"	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP= Protein N-term;MT=Variable	AC=MS:1002038;NT=label free sample	0.6 Da	50 ppm	IMAC	synthetic	lib96_IMAC.raw	IMAC	synthetic
