source name	characteristics[organism]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 19	plasmodium falciparum	schizonts	not applicable	1	run 19	3D7	PXD009157	PAT8778A18RW2_G1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 20	plasmodium falciparum	schizonts	not applicable	1	run 20	3D7	PXD009157	PAT8778A19RW2_H1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 21	plasmodium falciparum	schizonts	not applicable	1	run 21	3D7	PXD009157	PAT8778A39RW2_A1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A39RW2_A1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 22	plasmodium falciparum	schizonts	not applicable	1	run 22	3D7	PXD009157	PAT8778A40RW2_B1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A40RW2_B1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 23	plasmodium falciparum	schizonts	not applicable	1	run 23	3D7	PXD009157	PAT8778A41RW2_C1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A41RW2_C1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 24	plasmodium falciparum	schizonts	not applicable	1	run 24	3D7	PXD009157	PAT8778A42RW2_D1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 25	plasmodium falciparum	schizonts	not applicable	1	run 25	3D7	PXD009157	PAT8778A43RW2_E1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 26	plasmodium falciparum	schizonts	not applicable	1	run 26	3D7	PXD009157	PAT8778A44RW2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 27	plasmodium falciparum	schizonts	not applicable	1	run 27	3D7	PXD009157	PAT8778A45RW2_G1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A45RW2_G1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 28	plasmodium falciparum	schizonts	not applicable	1	run 28	3D7	PXD009157	PAT8778A46RW2_H1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A46RW2_H1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 29	plasmodium falciparum	schizonts	not applicable	1	run 29	3D7	PXD009157	PAT9290A12RW2_A1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A12RW2_A1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 30	plasmodium falciparum	schizonts	not applicable	1	run 30	3D7	PXD009157	PAT9290A13RW2_B1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A13RW2_B1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 31	plasmodium falciparum	schizonts	not applicable	1	run 31	3D7	PXD009157	PAT9290A14RW2_C1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A15RW2_D1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 32	plasmodium falciparum	schizonts	not applicable	1	run 32	3D7	PXD009157	PAT9290A15RW2_D1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A15RW2_D1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 33	plasmodium falciparum	schizonts	not applicable	1	run 33	3D7	PXD009157	PAT9290A16RW2_E1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A16RW2_E1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 34	plasmodium falciparum	schizonts	not applicable	1	run 34	3D7	PXD009157	PAT9290A17RW2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A17RW2_F1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 35	plasmodium falciparum	schizonts	not applicable	1	run 35	3D7	PXD009157	PAT9290A18RW2_G1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A18RW2_G1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 36	plasmodium falciparum	schizonts	not applicable	1	run 36	3D7	PXD009157	PAT9290A19RW2_H1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT9290A19RW2_H1.raw	1	1	NT=TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 1	plasmodium falciparum	schizonts	not applicable	1	run 1	3D7	PXD009157	PAT8142A28RW2_A1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A28RW2_A1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 2	plasmodium falciparum	schizonts	not applicable	1	run 2	3D7	PXD009157	PAT8142A29RW2_B1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A29RW2_B1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 3	plasmodium falciparum	schizonts	not applicable	1	run 3	3D7	PXD009157	PAT8142A30RW2_C1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A30RW2_C1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 4	plasmodium falciparum	schizonts	not applicable	1	run 4	3D7	PXD009157	PAT8142A31RW2_D1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A31RW2_D1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 5	plasmodium falciparum	schizonts	not applicable	1	run 5	3D7	PXD009157	PAT8142A32RW2_E1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A32RW2_E1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 6	plasmodium falciparum	schizonts	not applicable	1	run 6	3D7	PXD009157	PAT8142A33RW2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A33RW2_F1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 7	plasmodium falciparum	schizonts	not applicable	1	run 7	3D7	PXD009157	PAT8142A34RW2_G1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A34RW2_G1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 8	plasmodium falciparum	schizonts	not applicable	1	run 8	3D7	PXD009157	PAT8142A35RW2_H1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A35RW2_H1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 9	plasmodium falciparum	schizonts	not applicable	1	run 9	3D7	PXD009157	PAT8142A36RW2_A2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A36RW2_A2.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 10	plasmodium falciparum	schizonts	not applicable	1	run 10	3D7	PXD009157	PAT8142A37RW2_B2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A37RW2_B2.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 11	plasmodium falciparum	schizonts	not applicable	1	run 11	3D7	PXD009157	PAT8142A38RW2_C2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A38RW2_C2.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 12	plasmodium falciparum	schizonts	not applicable	1	run 12	3D7	PXD009157	PAT8142A39RW2_D2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8142A39RW2_D2.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 13	plasmodium falciparum	schizonts	not applicable	1	run 13	3D7	PXD009157	PAT8778A12RW2_A1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A12RW2_A1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 14	plasmodium falciparum	schizonts	not applicable	1	run 14	3D7	PXD009157	PAT8778A13RW2_B1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A13RW2_B1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 15	plasmodium falciparum	schizonts	not applicable	1	run 15	3D7	PXD009157	PAT8778A14RW2_C1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 16	plasmodium falciparum	schizonts	not applicable	1	run 16	3D7	PXD009157	PAT8778A15RW2_D1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
Sample 17	plasmodium falciparum	schizonts	not applicable	1	run 17	3D7	PXD009157	PAT8778A16RW2_E1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	1	1	NT=TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos		HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	NT=TMT6plex;PP=Any N-term;TA=K;AC=UNIMOD:737;MT=fixed	10 ppm	0.02 Da
