comment[label]	source name	characteristics[treatment]	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[ethnic group]	characteristics[disease]	characteristics[cell line]	characteristics[infect]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	comment[file uri]	comment[fraction identifier]	assay name
TMT130C	Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	2	Pool TAB + PBMC mock
TMT131	Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	2	Pool TAB + PBMC MCM
TMT126	P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P1 TAB mock
TMT127N	P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P1 TAB MCM
TMT127C	P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P2 TAB mock
TMT128N	P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P2 TAB MCM
TMT128C	P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P3 TAB mock
TMT129N	P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P3 TAB MCM
TMT129C	P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P4 TAB mock
TMT130N	P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	P4 TAB MCM
TMT130C	Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	Pool TAB + PBMC mock
TMT131	Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	1	Pool TAB + PBMC MCM
TMT126	P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P1 TAB mock
TMT127N	P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P1 TAB MCM
TMT127C	P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P2 TAB mock
TMT128N	P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P2 TAB MCM
TMT128C	P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P3 TAB mock
TMT129N	P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P3 TAB MCM
TMT129C	P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P4 TAB mock
TMT130N	P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	P4 TAB MCM
TMT130C	Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	Pool TAB + PBMC mock
TMT131	Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	12	Pool TAB + PBMC MCM
TMT126	P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P1 TAB mock
TMT127N	P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P1 TAB MCM
TMT127C	P2	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P2 TAB mock
TMT128N	P2	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P2 TAB MCM
TMT128C	P3	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P3 TAB mock
TMT129N	P3	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P3 TAB MCM
TMT129C	P4	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P4 TAB mock
TMT130N	P4	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	P4 TAB MCM
TMT130C	Pool	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	Pool TAB + PBMC mock
TMT131	Pool	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	11	Pool TAB + PBMC MCM
TMT126	P1	mock	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr10_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr10_MS2.raw	10	P1 TAB mock
TMT127N	P1	MCM	Homo sapiens	B cells	not available	not available	not applicable	caucasian	melanoma	tumour associated B cells	not applicable	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	not available	Trypsin	1	10 ppm	0.01 Da	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr10_MS2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD011799/20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr10_MS2.raw	10	P1 TAB MCM
