source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[cell line]	assay name	comment[proteomexchange accession number]	comment[file URI]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	Material Type	description	comment[Label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]
Sample 702	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 643	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C11_P003362_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_C11_P003362_B00K_A00_R1.RAW
Sample 703	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 644	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G10_P003362_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_G10_P003362_B00G_A00_R1.RAW
Sample 704	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 645	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B11_P003362_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_B11_P003362_B00J_A00_R1.RAW
Sample 705	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 646	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H10_P003362_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_H10_P003362_B00H_A00_R1.RAW
Sample 706	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 647	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D11_P003362_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_D11_P003362_B00L_A00_R1.RAW
Sample 707	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 648	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A11_P003362_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_A11_P003362_B00I_A00_R1.RAW
Sample 708	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 649	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C09_P003363_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_C09_P003363_B00G_A00_R1.RAW
Sample 709	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 650	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F09_P003363_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_F09_P003363_B00J_A00_R1.RAW
Sample 710	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 651	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G08_P003363_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_G08_P003363_B00C_A00_R1.RAW
Sample 711	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 652	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D09_P003363_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_D09_P003363_B00H_A00_R1.RAW
Sample 712	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 653	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H09_P003363_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_H09_P003363_B00L_A00_R1.RAW
Sample 713	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 654	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A09_P003363_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_A09_P003363_B00E_A00_R1.RAW
Sample 714	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 655	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B09_P003363_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_B09_P003363_B00F_A00_R1.RAW
Sample 715	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 656	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E08_P003363_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_E08_P003363_B00A_A00_R1.RAW
Sample 716	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 657	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E09_P003363_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_E09_P003363_B00I_A00_R1.RAW
Sample 717	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 658	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F08_P003363_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_F08_P003363_B00B_A00_R1.RAW
Sample 718	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 659	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G09_P003363_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_G09_P003363_B00K_A00_R1.RAW
Sample 719	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR5	run 660	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H08_P003363_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_H08_P003363_B00D_A00_R1.RAW
Sample 720	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 661	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B08_P003364_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_B08_P003364_B00J_A00_R1.RAW
Sample 721	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 662	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H07_P003364_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_H07_P003364_B00H_A00_R1.RAW
Sample 722	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 663	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B07_P003364_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_B07_P003364_B00B_A00_R1.RAW
Sample 723	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 664	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E07_P003364_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_E07_P003364_B00E_A00_R1.RAW
Sample 724	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 665	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D07_P003364_B00D_A00_R2.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_D07_P003364_B00D_A00_R2.RAW
Sample 725	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 666	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D08_P003364_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_D08_P003364_B00L_A00_R1.RAW
Sample 726	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 667	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G07_P003364_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_G07_P003364_B00G_A00_R1.RAW
Sample 727	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 668	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C08_P003364_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_C08_P003364_B00K_A00_R1.RAW
Sample 728	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 669	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C07_P003364_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_C07_P003364_B00C_A00_R1.RAW
Sample 729	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 670	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F07_P003364_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_F07_P003364_B00F_A00_R1.RAW
Sample 730	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 671	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A08_P003364_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_A08_P003364_B00I_A00_R1.RAW
Sample 731	homo sapiens	non-small cell lung carcinoma	lung	not available	HOP92	run 672	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A07_P003364_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00463_A07_P003364_B00A_A00_R1.RAW
Sample 732	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 673	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_B05_P003376_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_B05_P003376_B00D_A00_R1.RAW
Sample 733	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 674	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_H05_P003376_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_H05_P003376_B00J_A00_R1.RAW
Sample 734	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 675	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_G05_P003376_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_G05_P003376_B00I_A00_R1.RAW
Sample 735	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 676	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_F05_P003376_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_F05_P003376_B00H_A00_R1.RAW
Sample 736	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 677	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_A05_P003376_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_A05_P003376_B00C_A00_R1.RAW
Sample 737	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 678	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_H04_P003376_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_H04_P003376_B00B_A00_R1.RAW
Sample 738	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 679	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_B06_P003376_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_B06_P003376_B00L_A00_R1.RAW
Sample 739	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 680	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_D05_P003376_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_D05_P003376_B00F_A00_R1.RAW
Sample 740	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 681	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_A06_P003376_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_A06_P003376_B00K_A00_R1.RAW
Sample 741	homo sapiens	astrocytoma	brain	central nervous system	SF268	run 682	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00469_E05_P003376_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da	20 ppm	00469_E05_P003376_B00G_A00_R1.RAW
