Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[age]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[cell line]
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 539	A0253_klc_20130826r_LIM2537_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 540	A0253_klc_20130826r_LIM2537_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 541	A0253_klc_20140210r_LIM2551_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 542	A0253_klc_20140210r_LIM2551_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 543	A0253_klc_20140210r_LIM2551_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 544	A0253_klc_20140210r_LIM2551_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 545	A0253_klc_20140210r_LIM2551_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 546	A0253_klc_20140210r_LIM2551_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 547	A0253_klc_20140210r_LIM2551_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 548	A0253_klc_20140210r_LIM2551_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 549	A0253_klc_20140210r_LIM2551_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 550	A0253_klc_20140210r_LIM2551_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 551	A0253_klc_20140210r_LIM2551_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 552	A0253_klc_20140210r_LIM2551_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 553	A0253_klc_20140210r_LIM2551_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 554	A0253_klc_20140210r_LIM2551_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 37	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2551	run 555	A0253_klc_20140210r_LIM2551_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LIM2551_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2551
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 556	A0253_klc_20140210r_LS513_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 557	A0253_klc_20140210r_LS513_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 558	A0253_klc_20140210r_LS513_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 559	A0253_klc_20140210r_LS513_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 560	A0253_klc_20140210r_LS513_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 561	A0253_klc_20140210r_LS513_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 562	A0253_klc_20140210r_LS513_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 563	A0253_klc_20140210r_LS513_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 564	A0253_klc_20140210r_LS513_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 565	A0253_klc_20140210r_LS513_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 566	A0253_klc_20140210r_LS513_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 567	A0253_klc_20140210r_LS513_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 568	A0253_klc_20140210r_LS513_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 569	A0253_klc_20140210r_LS513_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 38	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	63Y	male	Caucasian	epithelial	LS513	run 570	A0253_klc_20140210r_LS513_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_LS513_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LS513
Sample 39	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	epithelial	RKO	run 571	A0253_klc_20140210r_RKO_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_RKO_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	RKO
Sample 39	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	epithelial	RKO	run 572	A0253_klc_20140210r_RKO_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_RKO_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	RKO
Sample 39	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	epithelial	RKO	run 573	A0253_klc_20140210r_RKO_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_RKO_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	RKO
Sample 39	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	epithelial	RKO	run 574	A0253_klc_20140210r_RKO_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_RKO_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	RKO
Sample 39	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	epithelial	RKO	run 575	A0253_klc_20140210r_RKO_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20140210r_RKO_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	RKO
