source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[treatment]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[enrichment process]
Sample 3	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	enrichment of phosphorylated Protein	2	cell	run 215	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr71.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr71.raw	1	71	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	10 ppm	0.02 Da	enrichment of phosphorylated Protein
Sample 3	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	enrichment of phosphorylated Protein	2	cell	run 216	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr72.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr72.raw	1	72	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	10 ppm	0.02 Da	enrichment of phosphorylated Protein
Sample 3	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	enrichment of phosphorylated Protein	2	cell	run 216	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr72.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr72.raw	1	72	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	AC=MS:1000133;NT=CID	35% NCE	10 ppm	0.02 Da	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 217	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr01.raw	1	1	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 217	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr01.raw	1	1	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 218	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr02.raw	1	2	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 218	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr02.raw	1	2	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 219	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr03.raw	1	3	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 219	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr03.raw	1	3	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 220	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr04.raw	1	4	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 220	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr04.raw	1	4	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 221	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr05.raw	1	5	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 221	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr05.raw	1	5	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 222	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr06.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr06.raw	1	6	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 222	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr06.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr06.raw	1	6	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 223	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr07.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr07.raw	1	7	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 223	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr07.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr07.raw	1	7	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 224	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr08.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr08.raw	1	8	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 224	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr08.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr08.raw	1	8	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 225	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr09.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr09.raw	1	9	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 225	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr09.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr09.raw	1	9	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 226	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr10.raw	1	10	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 226	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr10.raw	1	10	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 227	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr11.raw	1	11	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 227	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr11.raw	1	11	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 228	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr12.raw	1	12	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 228	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr12.raw	1	12	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	TRAP-overexpressing	no enrichment	2	cell	run 229	proteomic profiling by mass spectrometry	SILAC heavy	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr13.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr13.raw	1	13	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
Sample 4	Homo sapiens	breast	adult	breast cancer	female	51Y	Caucasian	epithelial	MDA-MB-231	control	no enrichment	2	cell	run 229	proteomic profiling by mass spectrometry	SILAC light	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr13.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr13.raw	1	13	AC=MS:1001251;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=R;AC=UNIMOD:259;MT=variable	not applicable	AC=MS:1000422;NT=HCD	30% NCE	10 ppm	0.02 Da	no enrichment
